Regularization,45
security,45
deep neural networks,45
Convolution neural network,45
Pedestrian detection,45
AI,45
artificial neural networks,45
Python,45
intelligent systems,45
Magnetic resonance imaging,45
Automation,45
Dermoscopy,44
Localization,44
Tracking,44
Emotion,44
Gaussian process,44
Artificial Neural Network,44
Kinect,44
Static analysis,44
signal processing,44
Recommender system,44
reinforcement learning,43
Representation learning,43
Adaboost,43
face recognition,43
Intrusion Detection,42
remote sensing,42
Social network analysis,42
Classifiers,42
decision tree,42
Multi-agent systems,42
artificial neural network,42
Scheduling,42
energy efficiency,42
Decision support,41
fault diagnosis,41
Content-based image retrieval,41
Correlation,41
RNN,41
Gene expression,41
Support Vector Machine (SVM),41
Data analytics,41
Epilepsy,41
Internet of Things (IoT),41
Computer aided diagnosis,40
Spark,40
Predictive modeling,40
Conditional random fields,40
Estimation,40
Medical imaging,40
Soft computing,40
Reliability,40
Sensor fusion,40
decision trees,40
Facial expression recognition,40
Q-learning,40
Schizophrenia,40
text classification,39
deep neural network,39
regression,39
semi-supervised learning,39
Model selection,39
machine-learning,39
Recognition,39
Damage detection,39
Spam,39
Convolutional neural networks (CNNs),39
Multi-task learning,38
Drug discovery,38
Semantic Web,38
Topic modeling,38
Imbalanced data,38
Phishing,38
Machine learning (ML),38
Case-based reasoning,38
Decision Tree,38
Electroencephalography,37
Image annotation,37
Decision making,37
Computer security,37
Thermal comfort,37
Semantic segmentation,37
Gaussian processes,37
Cyber security,37
Reinforcement Learning,37
feature learning,37
Rough sets,36
Diabetic retinopathy,36
WEKA,36
Data science,36
Cognitive radio,36
Authentication,36
Semantic web,36
intrusion detection,36
Ensemble methods,36
Convolution,36
image segmentation,36
Speech enhancement,36
Human-computer interaction,36
Computer architecture,36
Algorithm,36
active learning,35
Expert systems,35
Learning systems,35
Data models,35
HMM,35
Question answering,35
social media,35
E-commerce,35
Game theory,35
Image Processing,35
Domain adaptation,35
Matrix factorization,35
convolutional neural network (CNN),35
Machine learning methods,35
Multi-label classification,35
Resource management,34
One-class classification,34
Ubiquitous computing,34
Facebook,34
Supervised Machine Learning,34
Predictive analytics,34
Deep-learning,34
Trust,34
Genetic Algorithm,34
Smart grid,34
Distributed machine learning,34
Analytics,34
supervised machine learning,34
Ambient intelligence,34
GPGPU,33
Validation,33
Linear regression,33
Machine translation,33
Evolutionary algorithm,33
Class imbalance,33
Dataset,33
Software quality,33
Feature representation,33
data analysis,33
Review,33
speech recognition,33
information retrieval,33
Electroencephalogram (EEG),33
Software metrics,33
Virtual screening,33
Sparse representation,33
Manifold learning,32
ensemble learning,32
Multi-class classification,32
QoS,32
Saliency,32
biometrics,32
Electroencephalogram,32
Data streams,32
Design,32
Digital forensics,32
Opinion Mining,32
Link prediction,32
Diabetes,32
User modeling,32
object recognition,32
Dropout,31
Database,31
Context awareness,31
Gaussian mixture model,31
Long short-term memory,31
Text Classification,31
Control,31
Dictionary learning,31
Glaucoma,31
Credit scoring,31
Feedback,31
Association rules,31
Statistical analysis,31
Video analysis,31
Rough set,31
Cancer,31
Autoencoders,31
Microarray,31
Super-resolution,30
GIS,30
Brain-computer interface,30
Convolutional networks,30
Convergence,30
Identification,30
Supervised Learning,30
emotion recognition,30
Data reduction,30
Transfer Learning,30
Energy,30
Activity Recognition,30
Mobile computing,30
Inductive logic programming,30
Optimisation,29
Statistical learning,29
Fraud detection,29
5G,29
Texture,29
Brain-computer interface (BCI),29
DBN,29
Machine Learning Algorithms,29
Music,29
Distributed computing,29
CUDA,29
Complexity,29
support vector machine (SVM),29
Electrocardiogram,29
Internet,29
malware,29
Video surveillance,29
QSAR,29
Recurrent Neural Network,29
Auto-encoder,29
Energy consumption,29
Computed tomography,29
Age estimation,29
Features,29
Sparse coding,29
Mild cognitive impairment,29
MLP,29
Text analysis,28
Mammography,28
Dimension reduction,28
Clustering algorithms,28
Variable selection,28
Wikipedia,28
Learning to rank,28
KNN,28
Particle filter,28
Sparsity,28
Multilayer perceptron,28
Parallel computing,28
Sensor networks,28
Knowledge management,28
Sensitivity analysis,28
Inductive learning,28
Spam detection,28
logistic regression,28
Deep convolutional neural network,28
Decision support system,28
data fusion,28
Adaptation,28
Deep Neural Network,28
Spam filtering,28
Annotation,28
speech enhancement,28
detection,28
System identification,28
Person re-identification,28
Independent component analysis,28
Statistical machine learning,27
accelerometer,27
Defect prediction,27
LDA,27
BCI,27
Change detection,27
Cloud,27
Meta-learning,27
Discretization,27
SDN,27
Feature fusion,27
smart grid,27
Scalability,27
Automatic speech recognition,27
Visual attention,27
Performance analysis,27
classifier,27
Calibration,27
Multi-label learning,27
Software defect prediction,27
Word embedding,27
Logistic Regression,27
Business intelligence,27
OpenCL,27
Human-robot interaction,27
Multi-objective optimization,27
Restricted Boltzmann Machine,27
QoE,27
Computer science,27
Augmented reality,27
simulation,26
Fuzzy sets,26
Hierarchical clustering,26
genetic programming,26
Benchmark,26
Sensor,26
Cross-validation,26
Electroencephalography (EEG),26
Missing data,26
Machine learning approach,26
Protein structure prediction,26
Compressed sensing,26
Denoising,26
online learning,26
Scene classification,26
IDS,26
Hidden Markov model,26
kernel methods,26
Random Forests,26
Real-time,26
Testing,26
Distributed systems,26
Image reconstruction,26
Time series forecasting,26
Ontologies,26
Pervasive computing,26
Binary classification,26
random forests,26
collaborative filtering,26
Bayesian inference,26
Information fusion,26
C4.5,26
Texture analysis,25
dictionary learning,25
Semantic similarity,25
bioinformatics,25
visualization,25
Decision Trees,25
Swarm intelligence,25
Medical diagnosis,25
Data integration,25
Wavelet,25
Learning algorithms,25
Training data,25
Regression analysis,25
TensorFlow,25
Adversarial machine learning,25
Inertial sensors,25
Cost-sensitive learning,25
Preprocessing,25
Real-time systems,25
Unsupervised feature learning,25
Caffe,25
genetic algorithm,25
autoencoder,25
Applications,25
Three-dimensional displays,25
Performance prediction,25
dimensionality reduction,24
Instance selection,24
Recommendation system,24
Multi-layer perceptron,24
Mobile,24
Multi-instance learning,24
Agriculture,24
Computational linguistics,24
K-means clustering,24
Image quality assessment,24
GPS,24
Defect detection,24
Graph theory,24
Diversity,24
genetic algorithms,24
Software,24
R,24
Games,24
sparse representation,24
Image forensics,24
Depression,24
Benchmarking,24
Heuristics,24
Relation extraction,24
Visual analytics,24
Apache Spark,24
image retrieval,24
Prognosis,24
Prediction model,24
Image Classification,24
Gaussian process regression,24
Genetic Algorithms,24
Data visualization,24
Restricted Boltzmann machine,24
Information theory,24
Graphical models,24
Malware Detection,23
Support vector machines (SVMs),23
Encoding,23
Object Detection,23
Outlier detection,23
Cybersecurity,23
Modelling,23
CAPTCHA,23
Fusion,23
Mobile devices,23
Categorization,23
LiDAR,23
Event detection,23
Machine Learning (ML),23
predictive analytics,23
Image fusion,23
PSO,23
Smart homes,23
Blind source separation,23
malware detection,23
UAV,23
Brain,23
Backpropagation,23
Education,23
smartphone,23
Document classification,23
Multimodal,23
Wavelets,23
Pose estimation,23
Cluster analysis,23
LBP,23
Metrics,23
Stochastic gradient descent,23
Information security,23
Component,23
HOG,23
Software engineering,23
Similarity,23
Machine learning method,22
Electronic health records,22
Personality,22
Bayesian,22
Unsupervised Learning,22
Recommender Systems,22
fault detection,22
Machine learning classifiers,22
recurrent neural network,22
Maximum entropy,22
Rule induction,22
Noise,22
Lung cancer,22
Speech,22
computational intelligence,22
RBM,22
Multiclass classification,22
Planning,22
Discriminant analysis,22
Protein-protein interaction,22
Java,22
recurrent neural networks,22
Social Media,22
Overfitting,22
algorithms,22
Safety,22
Saliency detection,22
Multi-agent system,22
modeling,22
Deep learning (DL),22
ANFIS,22
Ultrasound,22
Recommendation,22
Hashing,22
Acceleration,22
Experimentation,22
Word embeddings,22
Neuroimaging,22
Literature review,22
pervasive computing,22
Particle Swarm Optimization,22
Music information retrieval,22
Principal Component Analysis,22
traffic classification,21
Ontology learning,21
Mobile sensing,21
Ambient assisted living,21
Steganalysis,21
data analytics,21
Web services,21
Gait,21
Knowledge extraction,21
Artificial neural network (ANN),21
recognition,21
Energy management,21
Electromyography,21
Word sense disambiguation,21
Navigation,21
Weka,21
Model,21
HEVC,21
distributed computing,21
Face,21
Decision-making,21
learning,21
Computer-aided detection,21
Metric learning,21
Feature engineering,21
Stress,21
Self-organizing map,21
Optical coherence tomography,21
Network Security,21
Machine Learning Techniques,21
Global optimization,21
opinion mining,21
Sustainability,21
Data classification,21
visual attention,21
Human computer interaction,21
Optical flow,21
Motion capture,20
Hidden Markov Model,20
Simulated annealing,20
Genetics-based machine learning,20
Classifier ensemble,20
Arabic,20
Quality control,20
Linear discriminant analysis,20
Recurrent Neural Networks,20
Relevance feedback,20
concept drift,20
Artificial immune system,20
Context-awareness,20
Intrusion Detection System,20
Accelerometers,20
survey,20
Local binary pattern,20
Electronic mail,20
Autonomic computing,20
SIFT,20
Image denoising,20
Dictionaries,20
Web search,20
Collaboration,20
Adaptive control,20
Fuzzy systems,20
Wireless communication,20
Ensemble of classifiers,20
Learning classifier systems,20
Smart cities,20
healthcare,20
Adversarial learning,20
Physical activity,20
Parkinson’s disease,20
Algorithm design and analysis,20
Denoising autoencoder,20
sensors,20
Recommendation systems,20
Deep convolutional neural networks,20
Smart environments,20
Restricted Boltzmann machines,20
Sensitivity,20
Face Recognition,20
Verification,20
machine learning (ML),20
PCANet,19
Architecture,19
Surveillance,19
Load forecasting,19
Smart grids,19
Neurons,19
Risk management,19
Computational biology,19
sparse coding,19
Dementia,19
Gait analysis,19
Video,19
Ensembles,19
Data augmentation,19
Time series classification,19
SVR,19
Search,19
Parameter estimation,19
Inference,19
Kernel method,19
Information Extraction,19
Sparse autoencoder,19
Quality assessment,19
Traffic analysis,19
Fault prediction,19
Usability,19
Gender classification,19
Statistical models,19
OCR,19
Naïve bayes,19
Source separation,19
Information systems,19
deep belief networks,19
Emotion Recognition,19
Solar energy,19
Deep Neural Networks,19
Endoscopy,19
Emotions,19
Smart city,19
Combinatorial optimization,19
Smart home,19
privacy,19
Classifier combination,19
Risk assessment,19
affective computing,19
Coreference resolution,19
deep belief network,19
Traffic identification,18
Dimensionality Reduction,18
Intelligent transportation systems,18
Missing values,18
Background subtraction,18
Differential evolution,18
Uncertainty quantification,18
Knowledge engineering,18
Assessment,18
Genetic Programming,18
Botnet,18
Machine learning technique,18
WordNet,18
Big Data Analytics,18
analytics,18
Novelty detection,18
big data analytics,18
Bayesian methods,18
human-computer interaction,18
Convolutional Neural Network (CNN),18
Object classification,18
Cervical cancer,18
Access control,18
Health care,18
MODIS,18
principal component analysis,18
Rehabilitation,18
Morphology,18
Indexing,18
Industry 4.0,18
Affective Computing,18
Rough set theory,18
Target recognition,18
Intelligent tutoring systems,18
Stacked autoencoder,18
domain adaptation,18
Cameras,18
Vessel segmentation,18
Eye-tracking,18
Tools,18
wireless sensor networks,18
Comparison,18
video analysis,18
Wearable device,18
Feature ranking,18
Stability,18
K-nearest neighbor,18
Multimodal fusion,18
magnetic resonance imaging,18
Time series prediction,18
Metagenomics,18
Time-frequency analysis,18
MFCC,18
HPC,18
Gradient descent,17
Retina,17
Computational Intelligence,17
crowdsourcing,17
SOM,17
performance evaluation,17
Generalization,17
statistical learning,17
Deep Belief Network,17
fuzzy logic,17
FMRI,17
Shape,17
Network traffic classification,17
Handwritten digit recognition,17
RGB-D,17
Evolutionary computing,17
High performance computing,17
Resource allocation,17
Image understanding,17
User study,17
Indoor localization,17
Approximate computing,17
Discrete wavelet transform,17
N-gram,17
machine learning techniques,17
Accelerator,17
Reverse engineering,17
Human action recognition,17
Statistical methods,17
Forecast,17
Adaptive learning,17
Survival analysis,17
Gaussian mixture models,17
Ensemble classifier,17
Aging,17
Cross validation,17
Coronary artery disease,17
Heart disease,17
Induction,17
Bayesian Networks,17
Multiple kernel learning,17
human-robot interaction,17
Feature,17
Smartwatch,17
boosting,17
Skin cancer,17
forecasting,17
SVMs,17
Data collection,17
Singular value decomposition,17
Filtering,17
DNN,17
Complex networks,17
Demand response,17
Smartphones,17
fall detection,17
Gait recognition,17
Data Analytics,17
Stacked autoencoders,17
Wavelet analysis,17
Dynamic programming,17
Word2vec,17
electroencephalography,17
DDoS,17
Image restoration,17
convolution neural network,17
Electronic commerce,17
ICA,17
Similarity search,17
Knowledge base,17
Medical informatics,17
Ensemble Learning,17
Regression trees,17
action recognition,17
Feature reduction,17
Data quality,17
Target tracking,17
Dynamic analysis,17
Manufacturing,17
User profiling,17
Fuzzy Logic,17
social networks,17
Bayesian Network,17
CAD,17
Association rule mining,17
Support vector data description,17
Power quality,17
Microblogging,16
wearable sensors,16
Scene understanding,16
CRF,16
Taxonomy,16
Data preprocessing,16
Kalman filter,16
Precision agriculture,16
Compiler optimization,16
Construction safety,16
Network intrusion detection,16
Faster R-CNN,16
Rule extraction,16
Features extraction,16
Compressive sensing,16
Text summarization,16
DNS,16
Ensemble method,16
Granular computing,16
Target detection,16
statistical analysis,16
Classifier design and evaluation,16
knowledge representation,16
scheduling,16
machine learning algorithm,16
image recognition,16
Renewable energy,16
EMG,16
Routing,16
Markov chains,16
Quality of Service,16
Sentiment,16
Agents,16
Arrhythmia,16
Multiple classifier systems,16
Principal component analysis (PCA),16
Tagging,16
XML,16
Diffusion tensor imaging,16
Stock market,16
Image compression,16
Vehicle detection,16
Language model,16
Open source,16
Finance,16
Function approximation,16
Support Vector Regression,16
software engineering,16
Data management,16
Intelligent agents,16
time series analysis,16
Activities of daily living,16
Tensorflow,16
image reconstruction,16
Biomedicine,16
Incomplete data,16
incremental learning,16
Health,16
Semi-supervised Learning,16
Functional magnetic resonance imaging,16
Multiple instance learning,16
hashing,16
Object Recognition,16
Metadata,16
Risk,16
Pattern analysis,16
image analysis,16
Feature subset selection,16
Cryptography,16
Open source software,16
Mobile security,16
Emotion detection,16
ensemble,16
Linked data,16
Interpretability,16
Electronic medical records,16
pattern classification,16
Hyperspectral,16
Software testing,16
Sampling,16
Machine Learning Algorithm,16
Proteomics,16
Arabic language,16
Face verification,16
Language models,16
Virtualization,16
Transcoding,15
time series,15
Evapotranspiration,15
Online social networks,15
Web security,15
Cheminformatics,15
Unsupervised,15
data science,15
Convolution Neural Network,15
scene classification,15
SMOTE,15
3D reconstruction,15
Collaborative Filtering,15
Mass spectrometry,15
Knowledge discovery in databases,15
Handwriting recognition,15
P2P,15
Adaptive systems,15
kNN,15
Deep Belief Networks,15
Medical image analysis,15
Fault tolerance,15
Cognition,15
regularization,15
Multimedia,15
Co-training,15
ROC,15
ontology,15
Predictive model,15
CBIR,15
Congestion control,15
Probabilistic models,15
Intrusion detection systems,15
Prosody,15
Stroke,15
Eye tracking,15
Malware analysis,15
Radial basis function network,15
Linear programming,15
Speech processing,15
Ordinal regression,15
Attention,15
Cognitive computing,15
Genomics,15
Early detection,15
HCI,15
Ensemble machine learning,15
Noise reduction,15
TCP,15
Differential privacy,15
Web page classification,15
semantic segmentation,15
Interpolation,15
Imbalanced classification,15
Analysis,15
Hardware,15
texture,15
Monte Carlo simulation,15
Semisupervised learning,15
Naive bayes,15
Explanations,15
k-means,15
Metaheuristics,15
Statistical relational learning,15
Information visualization,15
Gibbs sampling,15
Prostate cancer,15
Ant colony optimization,15
metric learning,15
Dynamic time warping,15
Wearable computing,15
Retrieval,15
gesture recognition,15
Synthetic aperture radar,15
hidden Markov models,15
Hidden Markov Models,15
Fuzzy clustering,15
Perception,15
Digital pathology,15
Student modeling,15
Long Short-Term Memory,15
Classifier ensembles,15
music,15
HVAC,15
Remote Sensing,15
neuromorphic computing,15
Community detection,15
Data-driven,15
Gabor filter,15
Generative models,15
User experience,15
EOG,14
Decoding,14
Prediction algorithms,14
Screening,14
Virtual reality,14
Rule learning,14
LTE,14
Image color analysis,14
Adaptation models,14
Educational data mining,14
Conditional Random Fields,14
Markov decision process,14
Behavior analysis,14
Informatics,14
entropy,14
Trajectory,14
Neuromorphic computing,14
Model predictive control,14
Ensemble pruning,14
Risk analysis,14
unsupervised feature learning,14
game theory,14
Restricted boltzmann machine,14
Heart rate,14
uncertainty,14
E-learning,14
Programming by demonstration,14
Stacking,14
Visual saliency,14
Context-aware computing,14
Labeling,14
CART,14
Occlusion,14
knowledge acquisition,14
breast cancer,14
Argumentation,14
mobile computing,14
tracking,14
Markov processes,14
Molecular descriptors,14
Non-negative matrix factorization,14
Seizure prediction,14
Data compression,14
Generative adversarial networks,14
Algorithm selection,14
Marketing,14
Super resolution,14
information extraction,14
Complex event processing,14
Facial expressions,14
Intelligent agent,14
Explanation,14
Network management,14
Evolution,14
Feature Learning,14
Facial expression,14
Image registration,14
Decision fusion,14
Redundancy,14
Serious games,14
Software reliability,14
recommender systems,14
Credit risk,14
Constraint programming,14
Multi-label,14
Named Entity Recognition,14
Topic models,14
Neuroscience,14
Edge detection,14
SVM classifier,14
Electrocardiogram (ECG),14
Speech separation,14
Computational complexity,14
evaluation,14
Obesity,14
POS tagging,14
Bankruptcy prediction,14
WSN,14
Bayesian classification,14
Bitcoin,14
Cyber-physical systems,14
Nonnegative matrix factorization,14
Auto-encoders,14
Human-machine interaction,14
Brain computer interface,14
Alzheimer's Disease,14
matrix factorization,14
EM algorithm,14
MNIST,14
Natural Language Processing (NLP),14
Corpus,14
Cellular networks,14
Lithium-ion battery,14
visual tracking,14
Gyroscope,14
Automatic classification,14
Computer-aided diagnosis (CAD),14
Structure learning,14
Convolutional Networks,14
Maintenance,14
Software fault prediction,14
Motion detection,14
ASIC,14
Generative model,14
TF-IDF,14
Concept learning,14
Local search,14
Content analysis,14
Decision rules,14
WiFi,14
Detectors,13
Topic model,13
noise reduction,13
Network analysis,13
Android malware detection,13
Lexicon,13
statistical machine learning,13
Activity classification,13
RFID,13
Data clustering,13
SAR,13
Energy saving,13
Colonoscopy,13
Recurrent neural network (RNN),13
surveillance,13
classifier ensemble,13
robotics,13
Embedding,13
Wireless sensor network,13
Wrapper,13
Oversampling,13
Probabilistic graphical models,13
Brain tumor segmentation,13
XCS,13
Pattern matching,13
feature representation,13
Gender recognition,13
Prognostics,13
Neuroevolution,13
Multiagent systems,13
CT,13
Face Detection,13
Approximation algorithms,13
Support vector machines (SVM),13
Natural language,13
deep learning (DL),13
Multi-view learning,13
Feature construction,13
J48,13
AlexNet,13
Word2Vec,13
Markov random fields,13
Shape analysis,13
Biomedical imaging,13
Chemometrics,13
Radar,13
e-learning,13
real-time,13
saliency detection,13
Construction,13
Signal Processing,13
one-class classification,13
Multiple sclerosis,13
Classifier fusion,13
Physiological signals,13
Kernel function,13
Similarity measures,13
Botnet detection,13
Fuzzy,13
Imitation learning,13
diagnosis,13
Protein secondary structure prediction,13
Collaborative learning,13
Knowledge,13
Multiobjective optimization,13
Mobile robots,13
Large-scale machine learning,13
High dimensional data,13
emotion,13
Semi-supervised machine learning,13
social network,13
Morphological analysis,13
Twin support vector machines,13
melanoma,13
Affect,13
Human factors,13
Convolutional neural networks (CNN),13
Character recognition,13
Wearable sensor,13
Sparse representations,13
Concrete,13
decision making,13
Diagnostics,13
P300,13
Hippocampus,13
Bag-of-words,13
sparsity,13
restricted Boltzmann machine,13
text analysis,13
Sensor network,13
smart cities,13
Bayesian learning,13
Cyber Security,13
Clinical decision support,13
schizophrenia,13
Failure prediction,13
Learning analytics,13
Machine learning classification,13
compressed sensing,13
Mathematical model,13
Neuro-fuzzy,13
Models,13
Cultural heritage,13
Eye movements,13
Anaphora resolution,13
Unsupervised clustering,13
Text detection,13
statistics,13
classification algorithms,13
Matching,13
Classification model,13
Specificity,13
Hybrid model,13
Stochastic optimization,13
MOOC,13
reliability,13
Filter,13
Soft sensor,13
User interface,13
Machine-Learning,13
Fault detection and diagnosis,13
Information filtering,13
Mobile phones,13
Wireless networks,13
sensor fusion,13
Optical character recognition,13
Data-mining,13
Head pose estimation,13
Normalization,13
Ensemble classification,13
Variable importance,13
support vector machines (SVMs),13
cyber security,13
Confusion matrix,13
Statistical learning theory,13
k-NN,13
regression analysis,13
particle swarm optimization,13
Metabolomics,13
Acoustic emission,12
human activity recognition,12
Text processing,12
object tracking,12
Path planning,12
Experiment,12
MicroRNA,12
Internet of things (IoT),12
Fingerprints,12
User interfaces,12
High-throughput,12
Cognitive modeling,12
Markov chain,12
Convex optimization,12
supervised classification,12
Convolution neural networks,12
Evolutionary Computation,12
RDF,12
localization,12
text categorization,12
Complexity theory,12
Relevance,12
Functional connectivity,12
machine learning.,12
smart grids,12
multi-task learning,12
Debugging,12
Multitask learning,12
SURF,12
Quality of Experience,12
End-user programming,12
Texture features,12
Rules,12
Biometric,12
Memory,12
Memristor,12
named entity recognition,12
Machine learning applications,12
electroencephalography (EEG),12
Power consumption,12
Mental health,12
Empirical validation,12
network security,12
Point cloud,12
Pooling,12
Knowledge based systems,12
Ensemble classifiers,12
Human Computer Interaction,12
ELM,12
Electrocardiography,12
Hough transform,12
Hardware accelerator,12
Image Segmentation,12
system identification,12
Brain tumor,12
Nearest neighbors,12
Quality of service,12
Histopathology,12
User behavior,12
Web service,12
Deep neural network (DNN),12
support vector regression,12
Colorectal cancer,12
Performance modeling,12
Web 2.0,12
Contextual information,12
Brain-computer interfaces,12
Independent component analysis (ICA),12
Epistasis,12
Graph mining,12
fusion,12
Reinforced concrete,12
Spoken language understanding,12
Quantization,12
Engagement,12
Robots,12
Salient object detection,12
Parallel processing,12
multimedia,12
Apache spark,12
Framework,12
Social Network Analysis,12
cloud,12
Vulnerability,12
Authorship attribution,12
Depth image,12
Tuning,12
Building,12
Protein-protein interactions,12
Big data analysis,12
Health monitoring,12
Biomarkers,12
Wi-Fi,12
Electronic health record,12
medical image analysis,12
Bayesian classifier,12
Protein structure,12
Landsat,12
Data acquisition,12
medical imaging,12
Semantic analysis,12
Unlabeled data,12
Spectral clustering,12
personalization,12
Spectrum sensing,12
NSL-KDD,12
long short-term memory (LSTM),12
User profile,12
decision support,12
cancer,12
Predictive analysis,12
Ransomware,12
performance,12
Extreme learning machine (ELM),12
representation learning,12
Pruning,12
K-nearest neighbors,12
High-dimensional data,12
interactive machine learning,12
Fully convolutional network,12
evolutionary computation,12
Digital signal processing,12
Inductive inference,12
Agent,12
Hyperspectral image classification,12
Humans,12
Signal processing algorithms,12
Interaction design,12
long short-term memory,12
Visual perception,12
Hyperspectral image,12
Particle swarm optimization (PSO),12
Dyslexia,12
face detection,12
Aesthetics,12
Symbolic regression,12
Back propagation,12
Parameter optimization,12
Extraction,12
Vision,12
Bias,12
Data,12
Neural nets,12
electrocardiogram,12
Video processing,12
accuracy,11
Fingerprint,11
Telemedicine,11
Urban heat island,11
Safety climate,11
Extreme learning machines,11
Question Answering,11
super-resolution,11
Process mining,11
auto-encoder,11
Computational molecular biology,11
Sentiment Classification,11
Active Learning,11
identification,11
Edge computing,11
structural health monitoring,11
Gamification,11
Wearables,11
Semantic annotation,11
Semi-supervised,11
manifold learning,11
Search engine,11
Motion recognition,11
Mobile applications,11
computer-aided diagnosis,11
Online reviews,11
GMDH,11
Online advertising,11
cognitive radio,11
Bayesian optimization,11
genetics-based machine learning,11
unsupervised machine learning,11
Corrosion,11
Multispectral imaging,11
Prediction methods,11
Image captioning,11
Web Mining,11
Networks,11
linear regression,11
Storage,11
Residual network,11
independent component analysis,11
